status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,
Satisfactory,validation-614,Lack of slippage protection in supply function leads staker receives less shares than expected,Lack of slippage protection. Seems QA as it is a feature request,Non-frontrunning slippage,slippage supply/withdraw,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237",https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/SupplyLogic.sol#L46-L55,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222","https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/logic/SupplyLogic.sol#L46-L55",findings-25,"DUPE-PredyPool-004,DUPE-PredyPool-005,DUPE-SupplyLogic-001",DUPE-SupplyLogic-001
Satisfactory,validation-620,Missing slippage check in supply and withdraw function in PredyPool,Lack of slippage protection. Seems QA as it is a feature request,Non-frontrunning slippage,slippage supply/withdraw,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237",https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222","https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L237,https://github.com/code-423n4/2024-05-predy/blob/main/src/PredyPool.sol#L222",findings-25,"DUPE-PredyPool-004,DUPE-PredyPool-005",
Satisfactory,validation-678,Use of Potentially Stale Price Data from Pyth Oracle,Invalid.,Should call PythPriceFeed:: updatePriceFeeds function before reading the price feed,oracle stale,,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45",findings-31,"DUPE-PriceFeed-001,DUPE-PriceFeed-001",
Satisfactory,validation-248,Potential Use of Stale Prices in SqrtPrice Calculation in PriceFeed.sol,Consuming chainlink safely. Staleness,Missing Chainlink staleness check,oracle stale,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46-L52,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46-L52,validation-244,DUPE-PriceFeed-001,
Satisfactory,validation-289,Chainlink stale price,Consuming chainlink safely. Staleness,Missing Chainlink staleness check,oracle stale,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,validation-244,DUPE-PriceFeed-001,
Satisfactory,validation-291,Chainlink FlashCrash Price,Consuming chainlink safely. Min and max values check,No longer needed according to Chainlink,oracle minAnswer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,validation-642,DUPE-PriceFeed-001,
Satisfactory,validation-354,UniV3 Oracle unsafe on L2s in event of Sequencer downtime,No check for sequencer,Low QA on L2 Sequencer Uptime Feeds frequently reported by the bots,oracle sequencer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,"https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46",validation-466,"DUPE-PriceFeed-001,DUPE-UniHelper-001",
Satisfactory,validation-460,Chainlink’s latestRoundData might return stale or incorrect results,Consuming chainlink safely. Staleness,Missing Chainlink staleness check,oracle stale,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,validation-244,DUPE-PriceFeed-001,
Satisfactory,validation-50,No check for active L2 Sequencer,No check for sequencer,Low QA on L2 Sequencer Uptime Feeds frequently reported by the bots,oracle sequencer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,validation-466,DUPE-PriceFeed-001,
Satisfactory,validation-51,Missing check for the max/min price in `getSqrtPrice()`,Consuming chainlink safely. Min and max values check,No longer needed according to Chainlink,oracle minAnswer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,validation-642,DUPE-PriceFeed-001,
Satisfactory,validation-644,Chainlink's `latestRoundData` may return a stale or incorrect result,Consuming chainlink safely. Staleness,Missing Chainlink staleness check,oracle stale,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,validation-244,DUPE-PriceFeed-001,
Satisfactory,validation-65,Inadequate price validation in `getSqrtPrice()` results in usage of stale prices.,Consuming chainlink safely. Staleness,Missing Chainlink staleness check,oracle stale,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,validation-244,DUPE-PriceFeed-001,
Satisfactory,validation-662,Missing check for sequencer downtime in PriceFeed contract,No check for sequencer,Low QA on L2 Sequencer Uptime Feeds frequently reported by the bots,oracle sequencer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45-L58,validation-466,DUPE-PriceFeed-001,
Satisfactory,validation-679,No Sequencer Status Check in Price Feed Contract on Arbitrum L2,No check for sequencer,Low QA on L2 Sequencer Uptime Feeds frequently reported by the bots,oracle sequencer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46",validation-466,"DUPE-PriceFeed-001,DUPE-PriceFeed-001",
Satisfactory,validation-683,Lack of Chainlink Price Range Validation in PriceFeed Contract,Consuming chainlink safely. Min and max values check,No longer needed according to Chainlink,oracle minAnswer,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46,"https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L45,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L46",validation-642,"DUPE-PriceFeed-001,DUPE-PriceFeed-001",
Satisfactory,validation-330,Hardcoded `VALID_TIME_PERIOD` is not suitable in all cases.,VALID_TIME_PERIOD should depend on the chain,Should call PythPriceFeed:: updatePriceFeeds function before reading the price feed,twap window,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/PriceFeed.sol#L35,findings-31,DUPE-PriceFeed-002,
Satisfactory,validation-156,Incorrect Rounding in `calculateUsableTick` where negative tick values are rounded down instead of to the nearest multiple of `tickSpacing`.,Invalid,Incorrect rounding of negative ticks,range size rounding,,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L109-L121,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L120,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/Reallocation.sol#L109-L121,validation-285,DUPE-Reallocation-001,
Satisfactory,validation-508,Using `block.timestamp` as deadline is dangerous,block.timestamp is an invalid deadline,Infeasible in POS,swap deadline,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L113-L120,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/base/SettlementCallbackLib.sol#L113-L120",validation-87,"DUPE-SettlementCallbackLib-001,DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001",DUPE-UniswapSettlement-001
Satisfactory,validation-269,Incorrect `prices` would be returned for `negative ticks`,Incorrect handling of negative ticks,Incorrect rounding of negative ticks,negative tick,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L70,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L68-L74,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L36-L74,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L36-L74,validation-285,DUPE-UniHelper-001,
Satisfactory,validation-442,`callUniswapObserve` will show incorrect price for negative ticks because it does not round up for them,Incorrect handling of negative ticks,Incorrect rounding of negative ticks,negative tick,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L70,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L35-L74,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L36-L74,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L35-L74,validation-285,DUPE-UniHelper-001,
Satisfactory,validation-298,Use of slot 0 is easy to manipulate,slot0 is easy to manipulate,Readme: Non-atomic sandwich price manipulation,slot0,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L14,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,validation-4,DUPE-UniHelper-002,
Satisfactory,validation-456,Use of slot0 can lead to price manipulations,slot0 is easy to manipulate,Readme: Non-atomic sandwich price manipulation,slot0,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L12-L14,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L12-L15,validation-4,DUPE-UniHelper-002,
Satisfactory,validation-500,"Multiple instances of usage of `slot0` to calculate square root price, which is easily manipulatable",slot0 is easy to manipulate,Readme: Non-atomic sandwich price manipulation,slot0,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13,https://github.com/code-423n4/2024-05-predy/blob/main/src/libraries/UniHelper.sol#L13-L15,validation-4,DUPE-UniHelper-002,
Satisfactory,validation-343,insufficient slippage specification in uniswap,block.timestamp is an invalid deadline,Infeasible in POS,swap deadline,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L34,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51",validation-87,"DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001",
Satisfactory,validation-441,Missing deadline parameter in `swapExactIn` and `swapExactOut` functions in `UniswapSettlement.sol` allowing outdated slippage and allowing pending transactions to be executed unexpectedly,block.timestamp is an invalid deadline,Infeasible in POS,swap deadline,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",validation-87,"DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001",
Satisfactory,validation-513,No `deadline` parameter on `swapExactIn` and `swapExactOut` can lead to less faourable swaps.,block.timestamp is an invalid deadline,Inadequate elaboration,swap deadline,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L49-L51,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35",https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,"https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22-L56,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L33-L35,https://github.com/code-423n4/2024-05-predy/blob/main/src/settlements/UniswapSettlement.sol#L22",validation-87,"DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001,DUPE-UniswapSettlement-001",DUPE-UniswapSettlement-001
